institute_name, address1, address2, city, district, state, board, contact_no, email_address,category,branch_name
Wainganga Vidhyalaya,Pauni,PAUNI,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Skywards International School, Pimpalgaon, Pimpalgaon,Bhandara,Bhandara,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Krishna Tayal convent,PULGAON,PULGAON,Wardha,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Shriram Vidyalaya,RAMTEK,RAMTEK,Nagpur,Nagpur,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Sai International Convent & School ,RAMTEK,RAMTEK,Nagpur,Nagpur,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
S.CHANDRA PUBLIC SCHOOL,SADAK ARJUNI,SADAK ARJUNI,Gondia,Gondia,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
ACADEMIC HEIGHTS PUBLIC SCHOOL,SAKOLI,SAKOLI,Bhandara,Bhandara,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
DAV MOIL PUBLIC SCHOOL,CHIKLA MINES  SAKOLI,SAKOLI,Bhandara,Bhandara,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
NAVJEEVAN CONVENT & ENGLISH PRIMARY SCHOOL,SAKOLI,SAKOLI,Bhandara,Bhandara,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
POORTI PUBLIC SCHOOL,SALEKASA,SALEKASA,Gondia,Gondia,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Vishawashanti Vidyalaya, Saoli  Chandrapur, Saoli  Chandrapur,Chandrapur,Chandrapur,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Little Step English & Hindi High Secondary School,BORGAON SUSAR,SAUSAR,Chhindwara,Chhindwara,Madhya Pradesh,CBSE,,,B,RESIDENTIAL CENTRE
Bhansali Vidya Mandir Public School,SAUNSAR,SAUNSAR,Chhindwara,Chhindwara,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
Dev Sanskriti Public High School,SAUNSAR,SAUNSAR,Chhindwara,Chhindwara,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
Raymond Public School, Saunsar  Chhindawara, Saunsar,Chhindwara,Chhindwara,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
Sagar Convent School,Saunsar,Saunsar,Chhindwara,Chhindwara,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
Sai International School,SAUNSAR,SAUNSAR,Chhindwara,Chhindwara,Madhya Pradesh,CBSE,,,B,RESIDENTIAL CENTRE
Sankalp Higher Secondary School,SAUNSAR,SAUNSAR,Chhindwara,Chhindwara,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
Subhash Montesary High School,SAUNSAR,SAUNSAR,Chhindwara,Chhindwara,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
Swami Vivekanand Vidyalaya ,SAUNSAR,SAUNSAR,Chhindwara,Chhindwara,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
OM SAI CENTRAL PUBLIC SCHOOL,SAUNSAR,SAUNSAR,Chhindwara,Chhindwara,Madhya Pradesh,CBSE,,,B,RESIDENTIAL CENTRE
Brilliant Public School,Selu  Wardha,SELU,Wardha,Wardha,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
Good Sheperd English Medium School,Selu  Wardha,SELU,Wardha,Wardha,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
KINKAR INTERNATIONAL SCHOOL,Selu  Wardha,SELU,Wardha,Wardha,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
Arunanchal Public School,SEONI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,B,RESIDENTIAL CENTRE
Cambridge Public School,SEONI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
DELHI PUBLIC HERITAGE SCHOOL,BALAGHAT RD,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
GYAN SAGAR ANURAG HIGHER SECONDARY SCHOOL,DUNDASEONI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
International Public School,SEONI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
Kendriya Vidyalaya seoni,SEONI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
Maharishi Vidya Mandir,SEONI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
Modern Higher Secondary School,SEONI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,B,RESIDENTIAL CENTRE
Saint Francis Of Assissi School,SEONI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,B,RESIDENTIAL CENTRE
Seoni Public School,SEONI,SEONI,Seoni,Seoni,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
THE ROYAL ECOLE,BATWANI CHAWADI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,B,RESIDENTIAL CENTRE
Uday Public School,SEONI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,B,RESIDENTIAL CENTRE
DEVYANEE INTERNATIONAL SCHOOL,SINDEWAHI,SINDEWAHI,Chandrapur,Chandrapur,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Jawahar Navodaya Vidyalaya,SINGODI CHHINDWARA,SINGODI ,Chhindwara,Chhindwara,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
Vishwa Jyoti Convent School,TALODI,TALODI,Chandrapur,Chandrapur,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
MERITORIOUS PUBLIC SCHOOL,TIRODA,TIRODA,Gondia,Gondia,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
SDB VIDYALAY,KHAIRBODI,TIRODA,Gondia,Gondia,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
Father Agnel High schools,TUMSAR,TUMSAR,Bhandara,Bhandara,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Shirinbhai Netewala School  Manek Nagar,TUMSAR,TUMSAR,Bhandara,Bhandara,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
St. John High School,TUMSAR,TUMSAR,Bhandara,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Ashok Kanya Vidyalaya,UMRED,UMRED,Nagpur,Nagpur,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Jeevan Vikas Boys,UMRED,UMRED,Umred,Nagpur,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Jeevan Vikas Vidyalaya(Wcl),UMRED NAGPUR,UMRED,Nagpur,Nagpur,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Om Vidyaniketan Public School,UMRED NAGPUR,UMRED,Nagpur,Nagpur,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Modern High School,WCL UMRED,UMRED,Nagpur,Nagpur,Maharashtra,State,,,B,RESIDENTIAL CENTRE
New Ideal Girls High School,TILAK PUTLA UMRED,UMRED,Nagpur,Nagpur,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Kuthe Pathil High School,WADSA GADCHIROLI,WADSA,Wadsa,Gadchiroli,Maharashtra,State,,,A,RESIDENTIAL CENTRE
JAWAHAR NAVODAYA VIDYALAYA(warseoni),WARSEONI BALAGHAT,WARSEONI,Balaghat,Balaghat,Madhya Pradesh,CBSE,,,B,RESIDENTIAL CENTRE
SARDAR PATEL INTERNATIONAL SCHOOL,WARSEONI BALAGHAT,WARSEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,B,RESIDENTIAL CENTRE
CHANNAWAR'S E VIDYA MANDIR,ARVI ROAD WARDHA,ARVI,Wardha,Wardha,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Agragami Convent School,MHASALA WARDHA,MHASALA,Wardha,Wardha,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
INNOVATIVE MINDS SCHOOL OF EXCELLENCE,WARDHA,WARDHA,Wardha,Wardha,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Jawahar Navoday Vidyalaya,SELOO WARDHA,SELOO,Seloo,Wardha,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
NEW ENGLISH SCHOOL ADGAON,ADGAON SHIVAR ,ADGAON,Peth,NASHIK,Maharashtra,State,,,B,NASHIK CENTRE
KENDRIYA VIDYALAYA WARDHA (MGAHV),WARDHA,WARDHA,Wardha,Wardha,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
PODAR INTERNATIONAL ADGAON,ADGAON SHIVAR ,ADGAON,Peth,NASHIK,Maharashtra,CBSE,,,A+,NASHIK CENTRE
KENDRIYA VIDYALAYA OJHAR,HAL TOWNSHIP OJHAR,OJHAR,Peth,NASHIK,Maharashtra,CBSE,,,A+,NASHIK CENTRE
New English High School,Mahadeopura Wardha,Mahadeopura,Wardha,Wardha,Maharashtra,State,,,A,RESIDENTIAL CENTRE
RYAN INTERNATIONAL SCHOOL OJHAR,HAL TOWNSHIP ,OJHAR,Peth,NASHIK,Maharashtra,ICSE,,,A+,NASHIK CENTRE
PODAR INTERNATIONAL SCHOOL,wardha,WARDHA,Wardha,Wardha,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Ramabai Deshmukh Public School,lakshi Nagar,WARDHA,Wardha,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
GOLDEN DAYS UNIVERSAL SCHOOL OJHAR,ADGAON SHIVAR,ADGAON,Peth,NASHIK,Maharashtra,CBSE,,,A+,NASHIK CENTRE
JAIRAM BHAI HIGH SCHOOL,NASHIK - PUNE ROAD,NASHIK ROAD,Peth,NASHIK,Maharashtra,State,,,B,NASHIK CENTRE
SANT CHAVARA SCHOOL,SALOD WARDHA,SALOD,Wardha,Wardha,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
Saraswati Higher English Medium School,KELKARWADI WARDHA,WARDHA,Wardha,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
KJ MEHTA HIGH SCHOOL,NASHIK -PUNE ROAD,NASHIK ROAD,Peth,NASHIK,Maharashtra,State,,,C,NASHIK CENTRE
St. Anthony National School,MAHADEO MANDIR,WARDHA,Wardha,Wardha,Maharashtra,ICSE,,,A,RESIDENTIAL CENTRE
JDC BYTCO HIGH SCHOOL,NASHIK PUNE ROAD,NASHIK ROAD,Peth,NASHIK,Maharashtra,State,,,A,NASHIK CENTRE
Sushil Himmatsinghka,WARDHA,WARDHA,Wardha,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
ANAND RISHI ENGLISH MEDIUM SCHOOL,JAI BHAVANI ROAD,NASHIK ROAD,Peth,NASHIK,Maharashtra,State,,,B,NASHIK CENTRE
PURUSHOTTAM ENGLISH SCHOOL,JAI BHAVANI ROAD,NASHIK ROAD,Peth,NASHIK,Maharashtra,State,,,B,NASHIK CENTRE
Pradip Mohod Sir,BHANDARA,BHANDARA,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Tipu Sultan Coaching Classes Allapalli,Nagerpalli  Allapalli,Allapalli,Chandrapur,Chandrapur,Maharashtra,State,,,B,CHANDRAPUR CENTRE
BISEN SIR,TIRODA,TIRODA,Tirora,Gondia,Maharashtra,State,,,C,RESIDENTIAL CENTRE
SHENDE SIR TIRODA,TIORDA,TIRODA,Tirora,Gondia,Maharashtra,State,,,B,RESIDENTIAL CENTRE
ABHAYASH CLASSES  CHHINDWARA,Chhindwara,Chhindwara,Chhindwara,Chhindwara,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
UPGRADE CLASSES BHANDARA,BHANDARA,BHANDARA,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
SATISH KSHIRSAGAR TIRODA,TIRODA,TIRODA,Tirora,Gondia,Maharashtra,State,,,B,RESIDENTIAL CENTRE
PUSTAKAR SIR TIRODA,TIRODA,TIRODA,Tirora,Gondia,Maharashtra,State,,,B,RESIDENTIAL CENTRE
PARVATE SIR SAKOLI,SAKOLI,SAKOLI,Sakoli,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
MAHI CLASSES LAKHANI,LAKHANI,LAKHANI,Lakhni,Bhandara,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
KARWADE SIR LAKHANI,LAKHANI,BHANDARA,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
CONCEPT COACHING CLASSES LAKHANI,LAKHANI,LAKHANI,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
SWAPNIL URADE SIR,BHANDARA,BHANDARA,Bhandara,Bhandara,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
SHENDE SIR TUMSAR,TUMSAR,TUMSAR,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Plasma School and Jr. College,Khaperkheda,Khaperkheda,Nagpur,Nagpur,Maharashtra,State,9970886270,,C,SADAR CENTRE- NAGPUR
vidya bhavan,pakhal road dwarka ,nashik,Peth,NASHIK,Maharashtra,ICSE,,,A,NASHIK CENTRE
vidya bhavan,pakhal road dwarka ,nashik,Peth,NASHIK,Maharashtra,ICSE,,,A,NASHIK CENTRE
prosper classes,tidke colony,nashik,Peth,NASHIK,Maharashtra,CBSE,7507006050,,A,NASHIK CENTRE
edizone,ashoka marg . ,ashoka marg,Peth,NASHIK,Maharashtra,ICSE,7030400886,,A,NASHIK CENTRE
kishore sir vector academy,ashoka marg,nashik,Peth,NASHIK,Maharashtra,ICSE,9579291050,,A+,NASHIK CENTRE
saps academy,tapovan link road,nashik,Satana,NASHIK,Maharashtra,CBSE,9158885608,,A,NASHIK CENTRE
VM tutorials,tapovan link road,nashik,Peth,NASHIK,Maharashtra,CBSE,9028379163,,A+,NASHIK CENTRE
aimers academy,ashoka amrg,nashik,Peth,NASHIK,Maharashtra,State,9370906120,,A,NASHIK CENTRE
VM tutorials,tapovan link road,nashik,Peth,NASHIK,Maharashtra,CBSE,9028379163,,A+,NASHIK CENTRE
ESPILIER EXPERIMENTAL SCHOOL TRIMURTI CHOUK,TRIMURTI CHOUK,NASHIK,Surgana,NASHIK,Maharashtra,CBSE,,,A,NASHIK CENTRE
V K PATIL MEMORIAL SCHOOL,AMBAD ROAD,NASHIK,Trimnak,NASHIK,Maharashtra,State,,,B,NASHIK CENTRE
GLOBAL INTERNATIONAL SCHOOL,DINDORI NAKA,NASHIK,Surgana,NASHIK,Maharashtra,CBSE,,,A,NASHIK CENTRE
Don bosco English school,Collage road,Nashik,Peth,NASHIK,Maharashtra,State,,,A+,NASHIK CENTRE
St. Joseph English school,Prasad Circle ,Nashik,Peth,NASHIK,Maharashtra,State,,,A+,NASHIK CENTRE
Nirmala Convent School,DK Nagar  Nashik,Nashik,Peth,NASHIK,Maharashtra,State,,,A+,NASHIK CENTRE
SMT. RJ English School,Agra highway ,Nashik,Peth,NASHIK,Maharashtra,State,,,A+,NASHIK CENTRE
MSB CBSE SCHOOL,Takli road  Anusiya,Nashik,Peth,NASHIK,Maharashtra,CBSE,,,A+,NASHIK CENTRE
Ravindranath Tagore English school,Jail road,Nashik,Peth,NASHIK,Maharashtra,State,,,A,NASHIK CENTRE
Ravindranath tagore semi  english ,Jail Road,Nashik,Peth,NASHIK,Maharashtra,State,,,A,NASHIK CENTRE
GURU SIR CHAMORSHI,CHAMORSHI,Chamorshi,Chamorshi,Gadchiroli,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Morden Kannya ,kannaya ,Aurangabad ,Aurangabad,Aurangabad,Maharashtra,State,,,A,AURANGABAD CENTRE
KAMBLI SIR BRAMHAPURI,Bramhapuri Chandrapur,Bramhapuri,Gadchiroli,Gadchiroli,Maharashtra,State,,,A,RESIDENTIAL CENTRE
PATHAK SIR WADSA,WADSA GADCHIROLI,WADSA,Wadsa,Gadchiroli,Maharashtra,State,,,B,RESIDENTIAL CENTRE
MSB school,Anusiya Nagar,Nashik,Peth,NASHIK,Maharashtra,CBSE,,,A+,NASHIK CENTRE
Shri Shivaji School,Pusad Road,Pusad,Pusad,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Navjeevan Dnyanpeeth English Medium School,Pusad  Maharashtra,Pusad,Pusad,Yavatmal,Maharashtra,State,,,B,YAVATMAL CENTRE
Jet Kids International School,Pusad,Kakaddati  Pusad,Yavatmal,Yavatmal,Maharashtra,CBSE,9407952453,,A,YAVATMAL CENTRE
Chintamani Coaching Classes Digras,Pusad Road Digras,Digras,Digras,Yavatmal,Maharashtra,State,9423612774,,B,YAVATMAL CENTRE
Vidyalankar Podar Learn School,Pusad,Karla Road Pusad,Pusad,Yavatmal,Maharashtra,CBSE,9011233337,,A,YAVATMAL CENTRE
Jyotirgamaya English School,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,State,9763146644,,B,YAVATMAL CENTRE
Mount Litera Zee School,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,CBSE,9168882893,,A,YAVATMAL CENTRE
Sailesh Sir Gadchiroli,GADCHIROLI,GADCHIROLI,Gadchiroli,Gadchiroli,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
SHAYAD SIR CHIMUR,CHIMUR,CHIMUR,Chimur,Chandrapur,Maharashtra,State,,,B,RESIDENTIAL CENTRE
S Coaching Classes,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,State,9422560620,,B,YAVATMAL CENTRE
St Mary English School,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,State,8329370989,,B,YAVATMAL CENTRE
Indo Arvind Public School,KONDHALI NAGPUR,KONDHALI,Nagpur,Nagpur,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
AMRUTA MAM WARDHA,WARDHA,WARDHA,Wardha,Wardha,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
BARAI MAM SAONER,SAONER,SAONER,Saoner,Nagpur,Maharashtra,State,,,A,RESIDENTIAL CENTRE
NISHIGANDHA ENGLISH CONVENT SCHOOL CHAMORSHI,Near Sharda rice mill Hanuman ward Chamorshi,Chamorshi,Chamorshi,Gadchiroli,Maharashtra,State,9545926964,,A,CHANDRAPUR CENTRE
DHIRAJ SIR WARDHA,WARDHA,WARDHA,Wardha,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
KAPIL ADE SIR SAONER,SAONER,SAONER,Saoner,Nagpur,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
MESHRAM SIR  GONDIA,Gondia,Gondia,Gondia,Gondia,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
RAM JAGYASI WARDHA,WARDHA,WARDHA,Wardha,Wardha,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
SAI TUTIONS GONDIA,GONDIA,Gondia,Gondia,Gondia,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
VAISHALI MAM WARDHA,WARDHA,WARDHA,Wardha,Wardha,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
Greenland School,tal pimpri gangapur ,Aurangabad ,Gangapur,Aurangabad,Maharashtra,State,9422233375,,A,AURANGABAD CENTRE
Rastramata School,Shendurwada ,Aurangabad ,Gangapur,Aurangabad,Maharashtra,State,,,B,AURANGABAD CENTRE
BAR SIR GADCHIROLI,GADCHIROLI,GADCHIROLI,Gadchiroli,Gadchiroli,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Ashtekar Classes,Behind Jawaharlaal Darda School Bajoria Nagar Yavatmal ,Yavatmal,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A+,YAVATMAL CENTRE
Mahure Coaching classes,Choti Gujri  Chapman Wadi Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,CBSE,8007733751,,A,YAVATMAL CENTRE
AADARSH NEW ENGLISH MEDIUM SCHOOL,CBS  COURT ROAD ,CBS NASHIK,Peth,NASHIK,Maharashtra,State,,,A,NASHIK CENTRE
MYRON ENGLISH MEDIUM SCHOOL,ASHOKA MARG,NASHIK,Peth,NASHIK,Maharashtra,State,,,A,NASHIK CENTRE
BISWAS SIR CHAMORSHI,CHAMORSHI,Chamorshi,Chamorshi,Gadchiroli,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
Divine Providence School,BUTIBORU,BUTIBORI,Nagpur,Nagpur,Maharashtra,CBSE,,,C,RESIDENTIAL CENTRE
MOUNT CARMEL GIRLS HIGH SCHOOL,AJNI SQUARE   NAGPUR,AJNI,Nagpur,Nagpur,Maharashtra,State,9673077222,,A,CHATRAPATI SQUARE CENTRE
Mission English school,SEONI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
Mission English high school,SEONI,SEONI,Seoni,Seoni,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
Boys Town School,Sharanpur Link Rd  Anandwan Colony  Ramdas Nagar  Nashik  Maharashtra 422005,Nashik,Peth,NASHIK,Maharashtra,CBSE,,,A+,NASHIK CENTRE
Fravacy academy,Opp. M  P.A  Trambakeshwar Rd  Nashik  Maharashtra 422002,Nashik,Peth,NASHIK,Maharashtra,CBSE,,,A+,NASHIK CENTRE
Vidhya prabodhani prashala,Dr. Moonje Road  Rambhoomi  Veer Sawarkar Nagar  Nashik  Maharashtra 422005,Nashik,Peth,NASHIK,Maharashtra,CBSE,,,A+,NASHIK CENTRE
Pravin Instituide ,Ravivar karanja,Nashik,Peth,NASHIK,Maharashtra,CBSE,,,A,NASHIK CENTRE
YASHODHA PUBLIC SCHOOL,TRIMURTI NAGAR,TRIMURTI NAGAR,Nagpur,Nagpur,Maharashtra,State,9021088734,,B,CHATRAPATI SQUARE CENTRE
Rajendra Patil's Institute,Ravivar karanja road ,Nashik,Peth,NASHIK,Maharashtra,State,,,A+,NASHIK CENTRE
KENDRIYA VIDYALAYA, CRPF MUDKHED DIST NANDED MAHRASHTRA,NORTH NANDED,Mudkhed,NANDED,Maharashtra,CBSE,,,A+,NANDED CENTRE
PM SHRI KENDRIYA VIDYALAYA, SCR NANDED  D R M CAMPUS  AIRPORT ROAD  PO TARODA  DIST. NANDED  MAHARASHTRA,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,,,A+,NANDED CENTRE
EKLAVYA RESIDENTIAL SCHOOL, SAHASTRAKUND  TAL: KINWAT  DIST- NANDED  MAHARASHTRA- 431 803,NORTH NANDED,Kinwat,NANDED,Maharashtra,CBSE,,,A+,NANDED CENTRE
PINNACLE INTERNATIONAL ENGLISH MEDIUM SCHOOL, KAKANDI TARFE PASADGAON  NEAR SAI LAWNS  MALEGAON ROAD  TQ. DIST- NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,8459820504,pinnacleinternationalschool17@gmail.com,A+,NANDED CENTRE
ICAD Chandrapur Branch,Zanzari complex 2nd floor,Chandrapur,Chandrapur,Chandrapur,Maharashtra,CBSE,,,A+,CHANDRAPUR CENTRE
SHRI BASWESHWAR VIDYALAYA,KAMTHA(BK) TQ. ARDHAPUR DIST. NANDED,NANDED CITY,Ardhapur,NANDED,Maharashtra,State,,,B,NANDED CENTRE
Sarwashree Primary & High School & Junior College  Dighori  Nagpur,ngp,Dighori,Nagpur,Nagpur,Maharashtra,State,,,C,EAST CENTRE - NAGPUR
YASHODHA HIGHER ENGLISH SCHOOL,TRIMURTI NAGAR  NAGPUR,TRIMURTI NAGAR,Nagpur,Nagpur,Maharashtra,State,9021088734,,B,CHATRAPATI SQUARE CENTRE
New English School,Ekta Nagar  Boargad  Shirish Society  Nashik  Maharashtra 422004,Nashik,Peth,NASHIK,Maharashtra,State,,,A+,NASHIK CENTRE
GYAN MATA VIDYA VIHAR, NEAR AIRPORT  KAMTA ROAD   NASRATPUR NANDED  MAHARASHTRA 431605,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,8275052380,gyanmata1988@gmail.com,A+,NANDED CENTRE
KIDS KINGDOM PUBLIC SCHOOL, GUT NO. 100  AT KHURGAON  NANDUSA ROAD  MALEGAON ROAD,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,,,A+,NANDED CENTRE
PODAR INTERNATIONAL SCHOOL, SHANTAI PARK  SEVEN HILLS  PURNA ROAD NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,6366437873,admissions@podar.org,A+,NANDED CENTRE
NAGARJUNA PUBLIC SCHOOL,Gut no. 98  Goverdhan ghat rd.  Koutha  Nanded,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,2462202166,,A+,NANDED CENTRE
Little Champ Public School (STATE),BETUL,BETUL,Balaghat,Balaghat,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
OXFORD INTERNATIONAL SCHOOL, SURVEY NO. 76 PAWDE WADI ROAD,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,9921014161,oisnanded@hotmail.com,A+,NANDED CENTRE
HORIZON DISCOVERY ACADEMY, BESIDE SRTM UNIVERSITY  OFF LATUR ROAD  VISHNUPURI,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,8380068354,hdaschools@hotmail.com,A+,NANDED CENTRE
APJ Convent,SALEKSA,SALEKSA,Gondia,Gondia,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
SANA INTERNATIONAL SCHOOL, SHA-RE-ZAINAB  JAMIYA COLONY  BRAHMAPURI OPP INDIAN OIL PETROL PUMP  WAJEGAON,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,9373219219,sisnanded@gmail.com,A+,NANDED CENTRE
OXFORD THE GLOBAL SCHOOL, NILA ROAD PUYANI 431605,NANDED CITY,Nanded,NANDED,Maharashtra,State,9422189321,principalotgs@gmail.com,A+,NANDED CENTRE
PANACEA INTERNATIONAL SCHOOL, JANAPURI NANDED LATUR ROAD  NANDED  MH 431606,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,9511252721,panaceaintshool@gmail.com,A+,NANDED CENTRE
WELLINGTON INTERNATIONAL SCHOOL, NILKANTHRAO PAWDE CAMPUS  PURNA ROAD WADI BK. NANDED.,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,,,A+,NANDED CENTRE
SAPTAGIRI PODAR LEARN SCHOOL, GUT NO-709  HOTTAL ROAD  DEGLUR,South Nanded,Degloor,NANDED,Maharashtra,CBSE,9284567584,admin.spls@podar.org,A+,NANDED CENTRE
SANDEEPANI INTERNATIONAL SCHOOL, MUDKHED ROAD  NEAR KAMTHA CHOWK   GADEGAON ,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,9527880011,sandeepani.international@gmail.com,A+,NANDED CENTRE
SHAKUNTAL SCHOOL FOR EXCELLENCE, MALEGAON ROAD  PASADGAON,NANDED CITY,Nanded,NANDED,Maharashtra,CBSE,9657667711,directorshakuntalschool@gmail.com,A+,NANDED CENTRE
GROW-N-GLOW PUBLIC SCHOOL KANDHAR, RAM RAHIM NAGAR  TQ KANDHAR DIST NANDED,NORTH NANDED,Nanded,NANDED,Maharashtra,CBSE,,,A+,NANDED CENTRE
GYANJYOTI PODAR LEARN SCHOOL BENDI KINWAT, AT POST BENDI KINWAT DIST NANDED   AT POST BENDI KINWAT DIST NANDED,NORTH NANDED,Nanded,NANDED,Maharashtra,CBSE,8408054313,principal.gyanjyotipls@podar.org,A+,NANDED CENTRE
 PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA, SHANKAR NAGAR TQ BILOLI NANDED ,NORTH NANDED,Nanded,NANDED,Maharashtra,CBSE,,,A+,NANDED CENTRE
